                    *********************************************************************************
                    *  Z= 82 A=205: Positive-Parity Spin-dependent Level Density [MeV-1] for PB205  *
   4.75  0.501  1.20E+01 2.67E+01 3.13E+02 1.67E+00 0.00E+00 3.33E+00 3.33E+00 3.33E+00 1.67E+00 3.33E+00 1.67E+00 1.67E+00 6.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.514  1.90E+01 2.50E+01 3.05E+02 1.67E+00 0.00E+00 3.33E+00 1.67E+00 1.67E+00 1.67E+00 5.00E+00 1.67E+00 3.33E+00 5.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.539  3.20E+01 2.83E+01 3.52E+02 0.00E+00 0.00E+00 1.67E+00 3.33E+00 3.33E+00 3.33E+00 5.00E+00 6.67E+00 3.33E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.563  5.60E+01 6.67E+01 7.87E+02 0.00E+00 5.00E+00 6.67E+00 6.67E+00 6.67E+00 6.67E+00 1.00E+01 8.33E+00 6.67E+00 1.00E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.586  1.02E+02 1.17E+02 1.29E+03 5.00E+00 8.33E+00 1.17E+01 1.17E+01 1.33E+01 1.33E+01 1.50E+01 1.33E+01 1.17E+01 1.00E+01 3.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.608  2.11E+02 3.22E+02 3.40E+03 1.50E+01 2.33E+01 3.33E+01 3.50E+01 4.33E+01 3.83E+01 4.33E+01 3.17E+01 3.33E+01 1.83E+01 6.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.630  3.87E+02 3.80E+02 4.35E+03 1.50E+01 3.00E+01 3.83E+01 3.67E+01 4.17E+01 4.00E+01 4.17E+01 3.83E+01 4.00E+01 3.00E+01 1.83E+01 8.33E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.650  7.30E+02 9.95E+02 1.14E+04 2.83E+01 6.83E+01 1.00E+02 1.07E+02 1.17E+02 1.15E+02 1.18E+02 1.08E+02 9.67E+01 7.17E+01 4.50E+01 1.67E+01 3.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.670  1.44E+03 1.86E+03 2.34E+04 4.67E+01 1.12E+02 1.72E+02 1.80E+02 1.98E+02 1.92E+02 2.07E+02 1.85E+02 1.77E+02 1.33E+02 1.05E+02 6.33E+01 4.17E+01 2.17E+01 1.17E+01 6.67E+00 3.33E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.690  2.93E+03 4.09E+03 5.55E+04 9.67E+01 2.07E+02 3.27E+02 3.62E+02 4.15E+02 4.03E+02 4.38E+02 4.02E+02 3.82E+02 3.10E+02 2.53E+02 1.70E+02 1.27E+02 6.83E+01 5.17E+01 3.33E+01 2.50E+01 1.33E+01 8.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.709  5.47E+03 6.06E+03 8.83E+04 1.10E+02 2.63E+02 4.13E+02 4.97E+02 5.65E+02 5.77E+02 6.12E+02 5.83E+02 5.45E+02 4.82E+02 4.02E+02 3.17E+02 2.38E+02 1.62E+02 1.18E+02 7.67E+01 5.33E+01 3.00E+01 1.67E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.727  9.63E+03 1.06E+04 1.51E+05 1.82E+02 4.73E+02 7.32E+02 9.00E+02 1.02E+03 1.08E+03 1.09E+03 1.03E+03 9.55E+02 8.33E+02 6.82E+02 5.30E+02 4.03E+02 2.82E+02 1.87E+02 1.10E+02 6.67E+01 3.17E+01 1.17E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.763  3.21E+04 3.43E+04 5.21E+05 4.58E+02 1.24E+03 2.00E+03 2.58E+03 3.07E+03 3.30E+03 3.40E+03 3.30E+03 3.10E+03 2.77E+03 2.40E+03 1.97E+03 1.57E+03 1.17E+03 8.28E+02 5.35E+02 3.08E+02 1.62E+02 7.33E+01 1.17E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.797  1.03E+05 1.07E+05 1.67E+06 1.27E+03 3.62E+03 5.85E+03 7.68E+03 9.11E+03 9.97E+03 1.04E+04 1.02E+04 9.66E+03 8.78E+03 7.67E+03 6.43E+03 5.20E+03 3.97E+03 2.88E+03 1.94E+03 1.19E+03 6.45E+02 2.87E+02 9.33E+01 2.17E+01 3.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.829  3.73E+05 4.34E+05 7.11E+06 4.64E+03 1.36E+04 2.18E+04 2.89E+04 3.44E+04 3.81E+04 4.01E+04 4.02E+04 3.86E+04 3.57E+04 3.18E+04 2.72E+04 2.25E+04 1.78E+04 1.36E+04 9.79E+03 6.61E+03 4.12E+03 2.31E+03 1.17E+03 5.22E+02 2.35E+02 1.02E+02 4.83E+01 2.50E+01 1.17E+01 3.33E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.860  1.26E+06 1.34E+06 2.28E+07 1.37E+04 3.99E+04 6.41E+04 8.46E+04 1.01E+05 1.12E+05 1.19E+05 1.20E+05 1.17E+05 1.09E+05 9.82E+04 8.54E+04 7.19E+04 5.86E+04 4.61E+04 3.47E+04 2.50E+04 1.70E+04 1.09E+04 6.49E+03 3.73E+03 2.08E+03 1.14E+03 6.50E+02 3.55E+02 1.85E+02 8.00E+01 3.00E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.891  3.19E+06 2.52E+06 4.33E+07 2.51E+04 7.38E+04 1.18E+05 1.57E+05 1.87E+05 2.08E+05 2.20E+05 2.23E+05 2.16E+05 2.03E+05 1.83E+05 1.60E+05 1.35E+05 1.11E+05 8.79E+04 6.72E+04 4.92E+04 3.45E+04 2.30E+04 1.47E+04 8.90E+03 5.21E+03 2.90E+03 1.56E+03 7.68E+02 3.62E+02 1.30E+02 3.80E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.920  6.81E+06 4.72E+06 8.22E+07 4.63E+04 1.37E+05 2.19E+05 2.90E+05 3.46E+05 3.85E+05 4.08E+05 4.13E+05 4.01E+05 3.77E+05 3.42E+05 3.00E+05 2.55E+05 2.10E+05 1.68E+05 1.30E+05 9.70E+04 7.02E+04 4.89E+04 3.31E+04 2.13E+04 1.31E+04 7.41E+03 2.46E+03 1.18E+03 5.39E+02 1.80E+02 4.60E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.948  1.36E+07 8.87E+06 1.56E+08 8.51E+04 2.53E+05 4.05E+05 5.36E+05 6.40E+05 7.14E+05 7.54E+05 7.65E+05 7.44E+05 7.01E+05 6.38E+05 5.62E+05 4.80E+05 3.98E+05 3.20E+05 2.51E+05 1.91E+05 1.43E+05 1.04E+05 7.47E+04 5.08E+04 3.27E+04 1.89E+04 3.90E+03 1.59E+03 7.16E+02 2.30E+02 5.40E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  0.976  2.64E+07 1.67E+07 2.98E+08 1.57E+05 4.68E+05 7.48E+05 9.93E+05 1.18E+06 1.32E+06 1.40E+06 1.42E+06 1.38E+06 1.30E+06 1.19E+06 1.05E+06 9.04E+05 7.54E+05 6.11E+05 4.85E+05 3.77E+05 2.91E+05 2.20E+05 1.69E+05 1.21E+05 8.19E+04 4.82E+04 6.16E+03 2.15E+03 8.93E+02 2.80E+02 6.20E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.002  5.04E+07 3.15E+07 5.72E+08 2.88E+05 8.66E+05 1.38E+06 1.84E+06 2.19E+06 2.45E+06 2.58E+06 2.63E+06 2.56E+06 2.42E+06 2.22E+06 1.98E+06 1.70E+06 1.43E+06 1.17E+06 9.38E+05 7.43E+05 5.91E+05 4.67E+05 3.81E+05 2.90E+05 2.05E+05 1.23E+05 9.75E+03 2.90E+03 1.07E+03 3.30E+02 7.00E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.028  9.59E+07 5.94E+07 1.10E+09 5.30E+05 1.60E+06 2.56E+06 3.40E+06 4.05E+06 4.53E+06 4.78E+06 4.87E+06 4.75E+06 4.51E+06 4.14E+06 3.71E+06 3.20E+06 2.70E+06 2.23E+06 1.81E+06 1.46E+06 1.20E+06 9.91E+05 8.60E+05 6.92E+05 5.15E+05 3.14E+05 1.54E+04 3.92E+03 1.25E+03 3.80E+02 7.80E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.091  5.40E+08 2.96E+08 5.83E+09 2.44E+06 7.46E+06 1.19E+07 1.58E+07 1.89E+07 2.11E+07 2.23E+07 2.28E+07 2.22E+07 2.13E+07 1.97E+07 1.78E+07 1.56E+07 1.33E+07 1.12E+07 9.42E+06 7.98E+06 7.11E+06 6.50E+06 6.59E+06 6.10E+06 5.11E+06 3.26E+06 4.86E+04 8.29E+03 1.83E+03 5.05E+02 9.80E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.150  2.81E+09 1.52E+09 3.26E+10 1.12E+07 3.48E+07 5.52E+07 7.38E+07 8.78E+07 9.85E+07 1.04E+08 1.06E+08 1.04E+08 1.00E+08 9.38E+07 8.59E+07 7.57E+07 6.59E+07 5.64E+07 4.90E+07 4.36E+07 4.20E+07 4.26E+07 5.05E+07 5.37E+07 5.08E+07 3.39E+07 1.53E+05 1.76E+04 2.68E+03 6.30E+02 1.18E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.260  1.26E+11 4.76E+10 1.30E+12 2.36E+08 7.55E+08 1.19E+09 1.60E+09 1.90E+09 2.14E+09 2.26E+09 2.33E+09 2.28E+09 2.23E+09 2.12E+09 1.99E+09 1.79E+09 1.60E+09 1.43E+09 1.32E+09 1.30E+09 1.46E+09 1.83E+09 2.96E+09 4.17E+09 5.02E+09 3.66E+09 1.52E+06 7.86E+04 5.76E+03 8.80E+02 1.58E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.454  5.24E+14 1.05E+14 4.02E+15 1.05E+11 3.56E+11 5.54E+11 7.54E+11 8.94E+11 1.01E+12 1.07E+12 1.11E+12 1.10E+12 1.10E+12 1.09E+12 1.07E+12 1.00E+12 9.53E+11 9.17E+11 9.64E+11 1.15E+12 1.78E+12 3.40E+12 1.02E+13 2.52E+13 4.90E+13 1.09E+10 1.49E+08 1.58E+06 2.66E+04 1.38E+03 2.38E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.626  2.10E+15 2.10E+14 8.04E+15 2.10E+11 7.10E+11 1.11E+12 1.51E+12 1.79E+12 2.03E+12 2.13E+12 2.22E+12 2.19E+12 2.21E+12 2.17E+12 2.13E+12 2.00E+12 1.90E+12 1.83E+12 1.93E+12 2.29E+12 3.56E+12 6.79E+12 2.04E+13 5.04E+13 9.81E+13 3.26E+10 1.47E+10 3.16E+07 1.23E+05 1.88E+03 3.18E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.781  5.25E+15 4.21E+14 1.61E+16 4.19E+11 1.42E+12 2.21E+12 3.01E+12 3.57E+12 4.05E+12 4.25E+12 4.44E+12 4.38E+12 4.41E+12 4.33E+12 4.26E+12 4.00E+12 3.81E+12 3.66E+12 3.85E+12 4.59E+12 7.12E+12 1.36E+13 4.08E+13 1.01E+14 1.96E+14 9.71E+10 1.44E+12 6.35E+08 5.69E+05 2.56E+03 3.98E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  1.924  1.23E+16 9.80E+14 3.88E+16 8.37E+11 2.84E+12 4.42E+12 6.01E+12 7.13E+12 8.09E+12 8.50E+12 8.86E+12 8.76E+12 8.81E+12 8.66E+12 8.51E+12 7.99E+12 7.60E+12 7.32E+12 7.70E+12 9.17E+12 1.42E+13 2.71E+13 8.16E+13 2.02E+14 3.92E+14 2.89E+11 1.42E+14 1.27E+10 2.63E+06 3.49E+03 4.78E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.057  9.54E+16 1.56E+16 7.21E+17 1.67E+12 5.67E+12 8.83E+12 1.20E+13 1.42E+13 1.62E+13 1.70E+13 1.77E+13 1.75E+13 1.76E+13 1.73E+13 1.70E+13 1.60E+13 1.52E+13 1.46E+13 1.54E+13 1.83E+13 2.85E+13 5.43E+13 1.63E+14 4.03E+14 7.85E+14 8.63E+11 1.40E+16 2.56E+11 1.22E+07 4.75E+03 5.58E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.182  7.06E+18 1.38E+18 6.47E+19 3.34E+12 1.13E+13 1.76E+13 2.40E+13 2.85E+13 3.23E+13 3.39E+13 3.54E+13 3.50E+13 3.52E+13 3.46E+13 3.40E+13 3.19E+13 3.04E+13 2.92E+13 3.08E+13 3.66E+13 5.69E+13 1.08E+14 3.26E+14 8.06E+14 1.57E+15 2.57E+12 1.37E+18 5.13E+12 5.62E+07 6.48E+03 6.38E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.300  6.90E+20 1.35E+20 6.35E+21 6.67E+12 2.26E+13 3.53E+13 4.79E+13 5.68E+13 6.45E+13 6.78E+13 7.07E+13 6.99E+13 7.03E+13 6.91E+13 6.79E+13 6.38E+13 6.07E+13 5.84E+13 6.15E+13 7.32E+13 1.14E+14 2.17E+14 6.52E+14 1.61E+15 3.14E+15 7.67E+12 1.35E+20 1.03E+14 2.60E+08 8.82E+03 7.18E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.412  6.78E+22 1.33E+22 6.25E+23 1.33E+13 4.52E+13 7.04E+13 9.58E+13 1.14E+14 1.29E+14 1.35E+14 1.41E+14 1.40E+14 1.40E+14 1.38E+14 1.36E+14 1.27E+14 1.21E+14 1.17E+14 1.23E+14 1.46E+14 2.27E+14 4.34E+14 1.30E+15 3.22E+15 6.28E+15 2.29E+13 1.33E+22 2.06E+15 1.20E+09 1.20E+04 7.98E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.519  6.67E+24 1.31E+24 6.14E+25 2.66E+13 9.03E+13 1.41E+14 1.91E+14 2.27E+14 2.58E+14 2.70E+14 2.82E+14 2.79E+14 2.81E+14 2.76E+14 2.71E+14 2.55E+14 2.42E+14 2.33E+14 2.46E+14 2.93E+14 4.55E+14 8.67E+14 2.61E+15 6.45E+15 1.25E+16 6.82E+13 1.31E+24 4.14E+16 5.55E+09 1.64E+04 8.78E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.622  6.56E+26 1.29E+26 6.04E+27 5.32E+13 1.80E+14 2.81E+14 3.82E+14 4.53E+14 5.15E+14 5.40E+14 5.64E+14 5.57E+14 5.60E+14 5.51E+14 5.42E+14 5.09E+14 4.84E+14 4.66E+14 4.91E+14 5.85E+14 9.09E+14 1.73E+15 5.22E+15 1.29E+16 2.51E+16 2.03E+14 1.29E+26 8.31E+17 2.56E+10 2.23E+04 9.58E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.721  6.45E+28 1.26E+28 5.94E+29 1.06E+14 3.60E+14 5.62E+14 7.64E+14 9.06E+14 1.03E+15 1.08E+15 1.13E+15 1.11E+15 1.12E+15 1.10E+15 1.08E+15 1.02E+15 9.68E+14 9.32E+14 9.81E+14 1.17E+15 1.82E+15 3.47E+15 1.04E+16 2.58E+16 5.02E+16 6.06E+14 1.26E+28 1.67E+19 1.19E+11 3.04E+04 1.04E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
