                    *********************************************************************************
                    *  Z= 81 A=204: Positive-Parity Spin-dependent Level Density [MeV-1] for TL204  *
   2.75  0.385  2.31E+02 7.95E+02 9.26E+03 2.67E+01 3.50E+01 5.00E+01 7.50E+01 1.03E+02 1.13E+02 1.20E+02 1.08E+02 8.67E+01 5.33E+01 1.83E+01 5.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.402  4.61E+02 1.04E+03 1.27E+04 2.50E+01 3.00E+01 5.83E+01 9.00E+01 1.32E+02 1.55E+02 1.60E+02 1.55E+02 1.17E+02 7.83E+01 3.17E+01 1.00E+01 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.419  7.89E+02 1.58E+03 2.00E+04 2.50E+01 4.00E+01 7.33E+01 1.32E+02 1.85E+02 2.40E+02 2.50E+02 2.32E+02 1.83E+02 1.30E+02 6.17E+01 2.50E+01 3.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.434  1.18E+03 1.51E+03 1.94E+04 3.00E+01 3.67E+01 7.17E+01 1.15E+02 1.68E+02 2.13E+02 2.38E+02 2.25E+02 1.73E+02 1.27E+02 6.50E+01 3.17E+01 8.33E+00 1.67E+00 1.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.450  1.60E+03 1.91E+03 2.46E+04 4.50E+01 5.67E+01 1.12E+02 1.68E+02 2.27E+02 2.45E+02 2.68E+02 2.52E+02 2.00E+02 1.52E+02 9.00E+01 5.17E+01 2.33E+01 1.17E+01 6.67E+00 1.67E+00 1.67E+00 0.00E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.464  2.14E+03 2.39E+03 3.08E+04 6.17E+01 1.10E+02 1.70E+02 2.25E+02 2.78E+02 2.77E+02 2.87E+02 2.73E+02 2.18E+02 1.75E+02 1.12E+02 8.17E+01 4.17E+01 3.00E+01 2.00E+01 1.50E+01 8.33E+00 3.33E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.479  3.04E+03 4.84E+03 6.55E+04 1.05E+02 2.43E+02 3.72E+02 4.70E+02 5.40E+02 5.47E+02 5.20E+02 4.73E+02 3.87E+02 3.18E+02 2.38E+02 1.75E+02 1.20E+02 8.50E+01 7.17E+01 5.67E+01 4.50E+01 3.17E+01 2.17E+01 8.33E+00 5.00E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.493  4.56E+03 7.28E+03 9.77E+04 1.42E+02 3.62E+02 5.67E+02 7.22E+02 8.07E+02 8.47E+02 7.87E+02 7.10E+02 6.02E+02 4.93E+02 3.70E+02 2.62E+02 1.78E+02 1.22E+02 9.17E+01 7.17E+01 5.67E+01 4.17E+01 2.67E+01 1.17E+01 6.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.506  7.54E+03 1.66E+04 2.17E+05 2.72E+02 7.18E+02 1.16E+03 1.56E+03 1.87E+03 2.03E+03 2.03E+03 1.90E+03 1.61E+03 1.25E+03 8.92E+02 5.68E+02 3.35E+02 1.72E+02 8.83E+01 5.50E+01 3.83E+01 2.67E+01 1.67E+01 6.67E+00 3.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.519  1.26E+04 2.35E+04 3.07E+05 3.05E+02 8.78E+02 1.50E+03 2.11E+03 2.65E+03 2.99E+03 3.06E+03 2.89E+03 2.46E+03 1.90E+03 1.30E+03 7.97E+02 4.22E+02 1.87E+02 6.33E+01 1.83E+01 1.67E+00 3.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.545  3.28E+04 5.75E+04 7.95E+05 6.33E+02 1.89E+03 3.24E+03 4.64E+03 5.90E+03 6.81E+03 7.19E+03 6.96E+03 6.14E+03 4.96E+03 3.64E+03 2.43E+03 1.48E+03 8.18E+02 4.20E+02 2.07E+02 9.50E+01 4.83E+01 2.17E+01 6.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.569  7.58E+04 1.14E+05 1.74E+06 1.26E+03 3.73E+03 6.16E+03 8.49E+03 1.05E+04 1.18E+04 1.23E+04 1.20E+04 1.10E+04 9.43E+03 7.67E+03 5.91E+03 4.39E+03 3.15E+03 2.24E+03 1.56E+03 1.06E+03 7.15E+02 4.45E+02 2.62E+02 1.37E+02 6.50E+01 2.67E+01 5.00E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.592  1.76E+05 2.86E+05 4.73E+06 3.06E+03 9.05E+03 1.47E+04 1.96E+04 2.34E+04 2.60E+04 2.70E+04 2.66E+04 2.49E+04 2.23E+04 1.92E+04 1.61E+04 1.32E+04 1.06E+04 8.40E+03 6.59E+03 5.08E+03 3.80E+03 2.69E+03 1.78E+03 1.08E+03 5.87E+02 2.77E+02 1.08E+02 3.33E+01 8.33E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.614  3.88E+05 5.61E+05 8.67E+06 6.48E+03 1.91E+04 3.11E+04 4.17E+04 5.02E+04 5.57E+04 5.78E+04 5.64E+04 5.19E+04 4.52E+04 3.73E+04 2.95E+04 2.24E+04 1.66E+04 1.21E+04 8.72E+03 6.29E+03 4.48E+03 3.09E+03 2.03E+03 1.25E+03 6.90E+02 3.38E+02 1.35E+02 4.33E+01 1.00E+01 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.636  8.32E+05 1.22E+06 1.83E+07 1.40E+04 4.16E+04 6.81E+04 9.21E+04 1.12E+05 1.25E+05 1.31E+05 1.28E+05 1.18E+05 1.02E+05 8.36E+04 6.46E+04 4.72E+04 3.28E+04 2.18E+04 1.41E+04 8.93E+03 5.59E+03 3.49E+03 2.15E+03 1.29E+03 7.18E+02 3.63E+02 1.55E+02 5.67E+01 8.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.657  1.85E+06 2.86E+06 4.63E+07 3.00E+04 8.90E+04 1.45E+05 1.95E+05 2.36E+05 2.64E+05 2.78E+05 2.77E+05 2.62E+05 2.35E+05 2.02E+05 1.66E+05 1.32E+05 1.01E+05 7.55E+04 5.51E+04 3.94E+04 2.76E+04 1.88E+04 1.24E+04 7.80E+03 4.64E+03 2.57E+03 1.30E+03 5.88E+02 2.30E+02 6.83E+01 1.00E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.677  4.43E+06 7.45E+06 1.32E+08 6.97E+04 2.06E+05 3.34E+05 4.47E+05 5.39E+05 6.06E+05 6.43E+05 6.50E+05 6.30E+05 5.88E+05 5.29E+05 4.63E+05 3.93E+05 3.27E+05 2.66E+05 2.11E+05 1.64E+05 1.24E+05 9.09E+04 6.38E+04 4.26E+04 2.67E+04 1.57E+04 8.48E+03 4.18E+03 1.86E+03 7.23E+02 2.45E+02 6.33E+01 8.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.697  1.01E+07 1.52E+07 2.71E+08 1.41E+05 4.16E+05 6.73E+05 9.00E+05 1.08E+06 1.22E+06 1.29E+06 1.31E+06 1.27E+06 1.19E+06 1.08E+06 9.45E+05 8.07E+05 6.74E+05 5.51E+05 4.41E+05 3.46E+05 2.64E+05 1.96E+05 1.40E+05 9.52E+04 6.14E+04 3.72E+04 2.09E+04 1.08E+04 5.09E+03 2.14E+03 8.20E+02 2.72E+02 1.03E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.716  2.02E+07 2.54E+07 4.38E+08 2.50E+05 7.39E+05 1.19E+06 1.59E+06 1.92E+06 2.15E+06 2.27E+06 2.28E+06 2.19E+06 2.03E+06 1.80E+06 1.55E+06 1.29E+06 1.04E+06 8.22E+05 6.36E+05 4.82E+05 3.59E+05 2.61E+05 1.85E+05 1.28E+05 8.50E+04 5.43E+04 3.32E+04 1.95E+04 1.10E+04 6.04E+03 3.29E+03 1.81E+03 2.13E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.734  4.06E+07 5.63E+07 1.00E+09 5.30E+05 1.57E+06 2.53E+06 3.39E+06 4.08E+06 4.58E+06 4.86E+06 4.92E+06 4.77E+06 4.45E+06 4.01E+06 3.50E+06 2.96E+06 2.44E+06 1.96E+06 1.54E+06 1.19E+06 8.98E+05 6.66E+05 4.85E+05 3.45E+05 2.39E+05 1.62E+05 1.07E+05 6.93E+04 4.40E+04 2.77E+04 1.73E+04 1.08E+04 1.56E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.770  2.26E+08 3.14E+08 5.98E+09 2.58E+06 7.63E+06 1.24E+07 1.66E+07 2.00E+07 2.27E+07 2.44E+07 2.51E+07 2.49E+07 2.40E+07 2.24E+07 2.03E+07 1.80E+07 1.56E+07 1.32E+07 1.09E+07 8.80E+06 6.94E+06 5.33E+06 3.97E+06 2.87E+06 1.99E+06 1.33E+06 8.47E+05 5.14E+05 2.97E+05 1.62E+05 8.41E+04 4.17E+04 3.72E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.804  9.43E+08 1.12E+09 2.22E+10 8.84E+06 2.61E+07 4.23E+07 5.67E+07 6.87E+07 7.78E+07 8.37E+07 8.65E+07 8.63E+07 8.34E+07 7.83E+07 7.16E+07 6.39E+07 5.58E+07 4.77E+07 4.01E+07 3.30E+07 2.67E+07 2.12E+07 1.65E+07 1.27E+07 9.53E+06 7.03E+06 5.09E+06 3.63E+06 2.54E+06 1.74E+06 1.18E+06 7.85E+05 1.29E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.837  4.12E+09 5.24E+09 1.05E+11 3.92E+07 1.16E+08 1.88E+08 2.52E+08 3.07E+08 3.49E+08 3.78E+08 3.94E+08 3.96E+08 3.87E+08 3.68E+08 3.41E+08 3.09E+08 2.73E+08 2.37E+08 2.01E+08 1.67E+08 1.36E+08 1.08E+08 8.40E+07 6.37E+07 4.71E+07 3.39E+07 2.38E+07 1.62E+07 1.07E+07 6.90E+06 4.33E+06 2.69E+06 3.65E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.869  1.73E+10 2.11E+10 4.48E+11 1.45E+08 4.28E+08 6.95E+08 9.35E+08 1.14E+09 1.30E+09 1.42E+09 1.49E+09 1.51E+09 1.49E+09 1.44E+09 1.35E+09 1.24E+09 1.12E+09 9.92E+08 8.61E+08 7.35E+08 6.15E+08 5.07E+08 4.10E+08 3.26E+08 2.54E+08 1.95E+08 1.47E+08 1.09E+08 7.92E+07 5.65E+07 3.97E+07 2.76E+07 4.96E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.899  5.22E+10 4.88E+10 1.06E+12 3.22E+08 9.52E+08 1.55E+09 2.08E+09 2.55E+09 2.92E+09 3.19E+09 3.36E+09 3.42E+09 3.40E+09 3.29E+09 3.11E+09 2.88E+09 2.62E+09 2.33E+09 2.04E+09 1.76E+09 1.48E+09 1.23E+09 1.01E+09 8.07E+08 6.37E+08 4.93E+08 3.76E+08 2.82E+08 2.07E+08 1.50E+08 1.06E+08 7.58E+07 1.38E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.929  1.33E+11 1.13E+11 2.49E+12 7.15E+08 2.12E+09 3.45E+09 4.65E+09 5.69E+09 6.53E+09 7.16E+09 7.56E+09 7.75E+09 7.73E+09 7.53E+09 7.17E+09 6.69E+09 6.12E+09 5.50E+09 4.85E+09 4.20E+09 3.58E+09 3.00E+09 2.47E+09 2.00E+09 1.60E+09 1.25E+09 9.62E+08 7.30E+08 5.43E+08 3.97E+08 2.85E+08 2.08E+08 3.84E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.957  3.20E+11 2.61E+11 5.88E+12 1.59E+09 4.71E+09 7.67E+09 1.04E+10 1.27E+10 1.46E+10 1.61E+10 1.70E+10 1.75E+10 1.76E+10 1.72E+10 1.65E+10 1.55E+10 1.43E+10 1.29E+10 1.15E+10 1.01E+10 8.64E+09 7.30E+09 6.07E+09 4.97E+09 4.00E+09 3.16E+09 2.46E+09 1.89E+09 1.42E+09 1.05E+09 7.65E+08 5.71E+08 1.07E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  0.985  7.54E+11 6.06E+11 1.39E+13 3.54E+09 1.05E+10 1.71E+10 2.31E+10 2.84E+10 3.27E+10 3.61E+10 3.84E+10 3.97E+10 4.00E+10 3.94E+10 3.80E+10 3.60E+10 3.34E+10 3.04E+10 2.73E+10 2.40E+10 2.08E+10 1.78E+10 1.49E+10 1.23E+10 1.00E+10 8.01E+09 6.31E+09 4.89E+09 3.72E+09 2.78E+09 2.05E+09 1.57E+09 2.97E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.012  1.76E+12 1.41E+12 3.30E+13 7.87E+09 2.33E+10 3.80E+10 5.15E+10 6.33E+10 7.33E+10 8.10E+10 8.66E+10 8.99E+10 9.11E+10 9.02E+10 8.76E+10 8.34E+10 7.80E+10 7.16E+10 6.47E+10 5.75E+10 5.03E+10 4.33E+10 3.66E+10 3.06E+10 2.51E+10 2.03E+10 1.61E+10 1.27E+10 9.75E+09 7.37E+09 5.50E+09 4.31E+09 8.26E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.038  4.11E+12 3.28E+12 7.86E+13 1.75E+10 5.19E+10 8.47E+10 1.15E+11 1.41E+11 1.64E+11 1.82E+11 1.95E+11 2.04E+11 2.07E+11 2.06E+11 2.02E+11 1.93E+11 1.82E+11 1.69E+11 1.54E+11 1.38E+11 1.21E+11 1.05E+11 9.00E+10 7.58E+10 6.29E+10 5.14E+10 4.13E+10 3.28E+10 2.55E+10 1.95E+10 1.48E+10 1.18E+10 2.30E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.101  4.24E+13 2.74E+13 6.94E+14 1.29E+11 3.83E+11 6.27E+11 8.52E+11 1.05E+12 1.23E+12 1.38E+12 1.49E+12 1.57E+12 1.62E+12 1.64E+12 1.62E+12 1.58E+12 1.52E+12 1.43E+12 1.33E+12 1.22E+12 1.10E+12 9.73E+11 8.51E+11 7.34E+11 6.25E+11 5.24E+11 4.34E+11 3.53E+11 2.83E+11 2.23E+11 1.74E+11 1.48E+11 2.97E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.161  3.67E+14 2.32E+14 6.24E+15 9.52E+11 2.83E+12 4.64E+12 6.33E+12 7.86E+12 9.22E+12 1.04E+13 1.14E+13 1.21E+13 1.26E+13 1.30E+13 1.31E+13 1.30E+13 1.27E+13 1.22E+13 1.15E+13 1.08E+13 9.91E+12 8.99E+12 8.05E+12 7.12E+12 6.21E+12 5.35E+12 4.55E+12 3.81E+12 3.15E+12 2.55E+12 2.05E+12 1.85E+12 3.83E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.272  4.47E+16 1.75E+16 5.37E+17 5.18E+13 1.54E+14 2.54E+14 3.48E+14 4.37E+14 5.19E+14 5.93E+14 6.60E+14 7.20E+14 7.71E+14 8.14E+14 8.47E+14 8.69E+14 8.80E+14 8.80E+14 8.67E+14 8.43E+14 8.10E+14 7.68E+14 7.20E+14 6.68E+14 6.13E+14 5.57E+14 5.00E+14 4.43E+14 3.87E+14 3.32E+14 2.84E+14 2.88E+14 6.37E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.469  3.66E+20 7.32E+19 2.14E+21 1.53E+17 4.59E+17 7.60E+17 1.06E+18 1.35E+18 1.64E+18 1.93E+18 2.23E+18 2.54E+18 2.87E+18 3.21E+18 3.56E+18 3.91E+18 4.26E+18 4.59E+18 4.90E+18 5.17E+18 5.41E+18 5.60E+18 5.76E+18 5.89E+18 5.98E+18 1.66E+15 1.49E+15 1.32E+15 1.16E+15 9.91E+14 8.47E+14 8.60E+14 1.90E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.642  1.46E+21 1.46E+20 4.27E+21 3.07E+17 9.17E+17 1.52E+18 2.11E+18 2.70E+18 3.28E+18 3.87E+18 4.47E+18 5.09E+18 5.74E+18 6.41E+18 7.11E+18 7.81E+18 8.51E+18 9.18E+18 9.79E+18 1.03E+19 1.08E+19 1.12E+19 1.15E+19 1.18E+19 1.20E+19 4.95E+15 4.45E+15 3.94E+15 3.45E+15 2.96E+15 2.53E+15 2.57E+15 5.69E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.799  3.66E+21 2.93E+20 8.55E+21 6.13E+17 1.83E+18 3.04E+18 4.23E+18 5.40E+18 6.56E+18 7.73E+18 8.93E+18 1.02E+19 1.15E+19 1.28E+19 1.42E+19 1.56E+19 1.70E+19 1.84E+19 1.96E+19 2.07E+19 2.16E+19 2.24E+19 2.30E+19 2.36E+19 2.39E+19 1.48E+16 1.33E+16 1.18E+16 1.03E+16 8.83E+15 7.55E+15 7.68E+15 1.70E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
