                    *********************************************************************************
                    *  Z= 24 A= 41: Positive-Parity Spin-dependent Level Density [MeV-1] for CR 41  *
 
                    *********************************************************************************
                    *  Z= 24 A= 67: Positive-Parity Spin-dependent Level Density [MeV-1] for CR 67  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.203  1.00E+00 5.97E+00 2.62E+01 1.67E+00 1.86E+00 2.05E+00 3.86E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.287  2.00E+00 3.02E+00 1.38E+01 1.67E+00 1.93E-01 1.93E-01 5.80E-01 3.86E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.351  4.00E+00 6.74E+00 4.55E+01 0.00E+00 1.67E+00 2.25E+00 1.86E+00 5.80E-01 3.86E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.405  6.00E+00 9.18E+00 5.73E+01 1.67E+00 1.86E+00 2.05E+00 2.25E+00 3.86E-01 5.80E-01 3.86E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.453  8.00E+00 7.19E+00 5.10E+01 1.67E+00 1.93E-01 1.86E+00 6.45E-01 2.05E+00 3.86E-01 3.86E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.496  1.00E+01 1.02E+01 8.25E+01 0.00E+00 3.33E+00 5.79E-01 2.12E+00 2.25E+00 7.73E-01 7.73E-01 3.86E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.536  1.40E+01 2.68E+01 1.69E+02 5.19E+00 5.21E+00 6.16E+00 4.57E+00 3.72E+00 7.73E-01 5.80E-01 5.80E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.573  2.20E+01 3.25E+01 1.95E+02 7.25E+00 5.99E+00 8.99E+00 5.28E+00 2.44E+00 9.66E-01 7.73E-01 3.86E-01 3.86E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.608  3.10E+01 4.30E+01 3.01E+02 2.83E+00 1.07E+01 1.03E+01 8.69E+00 7.13E+00 1.16E+00 9.66E-01 7.73E-01 5.80E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.641  4.50E+01 6.39E+01 4.46E+02 6.74E+00 1.30E+01 1.42E+01 1.46E+01 7.52E+00 5.46E+00 9.66E-01 5.80E-01 3.86E-01 3.86E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.672  6.60E+01 1.03E+02 7.68E+02 1.40E+01 1.55E+01 2.12E+01 2.25E+01 1.23E+01 9.27E+00 3.42E+00 2.53E+00 2.05E+00 5.80E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.702  9.40E+01 1.26E+02 1.01E+03 1.75E+01 1.74E+01 1.93E+01 2.06E+01 2.28E+01 1.41E+01 7.02E+00 4.19E+00 2.44E+00 3.86E-01 3.86E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.730  1.30E+02 1.60E+02 1.41E+03 1.13E+01 2.45E+01 2.02E+01 2.75E+01 3.00E+01 2.15E+01 1.45E+01 6.67E+00 2.83E+00 5.80E-01 5.80E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.758  1.76E+02 2.08E+02 1.85E+03 1.45E+01 2.32E+01 3.87E+01 3.29E+01 3.41E+01 3.13E+01 1.69E+01 8.41E+00 3.22E+00 3.91E+00 5.80E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.785  2.37E+02 2.80E+02 2.62E+03 1.83E+01 3.47E+01 4.68E+01 3.97E+01 4.11E+01 3.87E+01 2.81E+01 1.93E+01 6.28E+00 6.16E+00 7.73E-01 3.86E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.810  3.15E+02 3.41E+02 3.21E+03 2.17E+01 4.30E+01 5.11E+01 5.11E+01 5.44E+01 4.14E+01 4.04E+01 2.04E+01 9.88E+00 6.55E+00 9.66E-01 5.80E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.835  4.22E+02 5.14E+02 4.80E+03 3.51E+01 6.86E+01 7.63E+01 8.62E+01 6.52E+01 7.16E+01 4.59E+01 3.38E+01 1.60E+01 8.16E+00 6.35E+00 3.86E-01 3.86E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.860  5.67E+02 6.51E+02 5.80E+03 4.79E+01 1.06E+02 1.08E+02 1.15E+02 6.54E+01 7.61E+01 5.74E+01 3.67E+01 2.06E+01 9.00E+00 8.41E+00 5.80E-01 3.86E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.883  7.58E+02 8.73E+02 8.08E+03 6.77E+01 1.14E+02 1.39E+02 1.43E+02 1.24E+02 9.16E+01 7.90E+01 5.03E+01 3.44E+01 1.92E+01 8.22E+00 2.63E+00 5.80E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.906  1.00E+03 1.09E+03 1.06E+04 6.33E+01 1.32E+02 1.66E+02 1.75E+02 1.64E+02 1.24E+02 1.04E+02 6.36E+01 5.22E+01 2.51E+01 1.53E+01 5.07E+00 3.86E-01 3.86E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.950  1.82E+03 2.16E+03 2.07E+04 1.62E+02 2.64E+02 3.23E+02 3.22E+02 3.10E+02 2.64E+02 1.92E+02 1.36E+02 7.68E+01 6.02E+01 2.65E+01 1.34E+01 3.11E+00 2.50E+00 1.47E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.993  3.32E+03 3.87E+03 3.86E+04 2.33E+02 4.73E+02 5.18E+02 5.99E+02 5.46E+02 4.97E+02 3.54E+02 2.63E+02 1.72E+02 9.47E+01 6.65E+01 2.81E+01 1.64E+01 3.35E+00 3.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  1.033  6.02E+03 6.94E+03 7.08E+04 4.40E+02 7.74E+02 9.49E+02 1.01E+03 9.78E+02 8.25E+02 7.00E+02 5.21E+02 3.06E+02 2.19E+02 1.10E+02 6.38E+01 3.50E+01 1.25E+01 2.44E+00 2.95E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  1.072  1.09E+04 1.27E+04 1.31E+05 7.82E+02 1.37E+03 1.72E+03 1.83E+03 1.76E+03 1.54E+03 1.23E+03 9.01E+02 6.42E+02 3.82E+02 2.29E+02 1.39E+02 6.94E+01 3.33E+01 9.06E+00 7.86E+00 4.42E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  1.110  1.97E+04 2.23E+04 2.38E+05 1.15E+03 2.26E+03 2.93E+03 3.28E+03 3.11E+03 2.74E+03 2.27E+03 1.72E+03 1.17E+03 8.11E+02 4.03E+02 2.60E+02 1.20E+02 7.23E+01 3.49E+01 1.21E+01 1.17E+01 1.47E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  1.146  3.53E+04 4.02E+04 4.32E+05 2.19E+03 4.00E+03 5.30E+03 5.67E+03 5.43E+03 4.93E+03 4.10E+03 3.09E+03 2.15E+03 1.47E+03 9.00E+02 4.79E+02 2.75E+02 1.37E+02 7.21E+01 3.08E+01 9.42E+00 9.03E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  1.181  6.35E+04 7.24E+04 7.92E+05 3.62E+03 6.98E+03 9.19E+03 1.02E+04 9.86E+03 8.91E+03 7.36E+03 5.57E+03 4.09E+03 2.70E+03 1.71E+03 9.99E+02 5.59E+02 3.48E+02 1.57E+02 8.27E+01 2.16E+01 1.34E+01 8.00E+00 1.92E+00 1.47E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  1.216  1.14E+05 1.30E+05 1.44E+06 6.41E+03 1.25E+04 1.64E+04 1.81E+04 1.73E+04 1.60E+04 1.32E+04 1.02E+04 7.44E+03 5.08E+03 3.31E+03 1.96E+03 1.16E+03 6.25E+02 3.32E+02 1.68E+02 7.65E+01 5.19E+01 1.74E+01 7.25E+00 1.67E+00 1.47E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  1.249  2.04E+05 2.31E+05 2.60E+06 1.09E+04 2.13E+04 2.83E+04 3.17E+04 3.04E+04 2.83E+04 2.36E+04 1.86E+04 1.34E+04 9.38E+03 6.17E+03 3.78E+03 2.25E+03 1.32E+03 7.00E+02 3.55E+02 1.83E+02 8.63E+01 4.84E+01 1.86E+01 1.86E+00 6.09E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  1.281  3.63E+05 4.06E+05 4.63E+06 1.86E+04 3.63E+04 4.85E+04 5.47E+04 5.25E+04 4.97E+04 4.23E+04 3.30E+04 2.43E+04 1.72E+04 1.14E+04 7.08E+03 4.38E+03 2.42E+03 1.50E+03 7.25E+02 4.15E+02 2.09E+02 9.41E+01 4.57E+01 1.29E+01 9.13E+00 5.89E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  1.344  1.19E+06 1.24E+06 1.46E+07 5.51E+04 1.07E+05 1.44E+05 1.62E+05 1.58E+05 1.50E+05 1.29E+05 1.03E+05 7.77E+04 5.67E+04 3.79E+04 2.46E+04 1.55E+04 9.48E+03 5.57E+03 3.11E+03 1.78E+03 8.34E+02 5.31E+02 2.17E+02 1.25E+02 5.85E+01 2.33E+01 1.64E+01 9.30E-01 1.47E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  1.404  3.69E+06 3.76E+06 4.51E+07 1.60E+05 3.13E+05 4.20E+05 4.77E+05 4.69E+05 4.49E+05 3.89E+05 3.15E+05 2.42E+05 1.79E+05 1.25E+05 8.27E+04 5.39E+04 3.40E+04 2.07E+04 1.22E+04 7.08E+03 4.11E+03 2.16E+03 1.20E+03 5.84E+02 2.90E+02 1.58E+02 5.57E+01 3.51E+01 1.08E+01 3.14E+00 2.95E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.461  1.12E+07 1.12E+07 1.38E+08 4.65E+05 9.10E+05 1.22E+06 1.38E+06 1.37E+06 1.32E+06 1.16E+06 9.51E+05 7.40E+05 5.59E+05 3.96E+05 2.70E+05 1.81E+05 1.17E+05 7.46E+04 4.57E+04 2.74E+04 1.64E+04 9.43E+03 5.23E+03 2.87E+03 1.60E+03 7.01E+02 4.32E+02 1.54E+02 7.72E+01 3.78E+01 9.68E+00 1.03E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.516  3.31E+07 3.26E+07 4.08E+08 1.31E+06 2.56E+06 3.43E+06 3.91E+06 3.90E+06 3.77E+06 3.36E+06 2.79E+06 2.20E+06 1.69E+06 1.22E+06 8.43E+05 5.82E+05 3.87E+05 2.51E+05 1.59E+05 9.90E+04 6.13E+04 3.63E+04 2.09E+04 1.21E+04 6.68E+03 3.61E+03 1.84E+03 9.59E+02 4.79E+02 1.90E+02 1.10E+02 4.76E+01 3.86E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.569  7.91E+07 5.94E+07 7.58E+08 2.28E+06 4.47E+06 6.10E+06 6.99E+06 7.09E+06 6.86E+06 6.11E+06 5.10E+06 4.09E+06 3.16E+06 2.29E+06 1.62E+06 1.13E+06 7.66E+05 5.09E+05 3.27E+05 2.08E+05 1.31E+05 7.91E+04 4.70E+04 2.81E+04 1.60E+04 8.84E+03 4.87E+03 2.40E+03 1.36E+03 6.01E+02 2.99E+02 2.21E+02 2.78E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
