                    *********************************************************************************
                    *  Z= 22 A= 38: Positive-Parity Spin-dependent Level Density [MeV-1] for TI 38  *
  20.00  1.965  2.00E+08 1.11E+08 1.76E+09 2.58E+06 4.99E+06 7.06E+06 8.71E+06 9.89E+06 1.06E+07 1.08E+07 1.04E+07 9.58E+06 8.45E+06 7.13E+06 5.82E+06 4.59E+06 3.49E+06 2.52E+06 1.74E+06 1.16E+06 7.38E+05 4.48E+05 2.74E+05 2.04E+04 5.30E+03 1.61E+03 6.60E+02 2.14E+02 6.17E+01 7.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  2.084  9.20E+08 4.65E+08 8.01E+09 8.77E+06 1.71E+07 2.45E+07 3.08E+07 3.59E+07 3.99E+07 4.21E+07 4.22E+07 4.05E+07 3.73E+07 3.29E+07 2.82E+07 2.34E+07 1.89E+07 1.44E+07 1.05E+07 7.40E+06 5.03E+06 3.24E+06 2.16E+06 6.29E+04 1.15E+04 2.57E+03 9.01E+02 2.90E+02 8.25E+01 9.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  2.196  4.02E+09 2.01E+09 3.77E+10 2.99E+07 5.89E+07 8.51E+07 1.09E+08 1.30E+08 1.50E+08 1.64E+08 1.71E+08 1.71E+08 1.65E+08 1.52E+08 1.37E+08 1.20E+08 1.02E+08 8.25E+07 6.37E+07 4.74E+07 3.43E+07 2.35E+07 1.70E+07 1.94E+05 2.48E+04 4.12E+03 1.14E+03 3.65E+02 1.03E+02 1.07E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  2.406  1.15E+11 4.23E+10 9.43E+11 3.46E+08 6.94E+08 1.03E+09 1.37E+09 1.72E+09 2.12E+09 2.50E+09 2.83E+09 3.06E+09 3.21E+09 3.22E+09 3.21E+09 3.12E+09 2.99E+09 2.70E+09 2.33E+09 1.94E+09 1.59E+09 1.23E+09 1.06E+09 1.84E+06 1.16E+05 1.05E+04 1.62E+03 5.17E+02 1.45E+02 1.40E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  2.778  1.64E+14 3.28E+13 9.86E+14 4.64E+10 9.64E+10 1.49E+11 2.15E+11 3.00E+11 4.24E+11 5.79E+11 7.67E+11 9.75E+11 1.22E+12 1.46E+12 1.77E+12 2.13E+12 2.56E+12 2.88E+12 3.11E+12 3.26E+12 3.44E+12 3.37E+12 4.06E+12 1.67E+08 2.52E+06 6.89E+04 3.28E+03 8.20E+02 2.28E+02 2.07E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  3.106  6.56E+14 6.56E+13 1.97E+15 9.24E+10 1.92E+11 2.98E+11 4.29E+11 5.97E+11 8.45E+11 1.16E+12 1.53E+12 1.95E+12 2.43E+12 2.91E+12 3.53E+12 4.25E+12 5.13E+12 5.77E+12 6.22E+12 6.52E+12 6.87E+12 6.75E+12 8.12E+12 1.51E+10 5.49E+07 4.51E+05 6.64E+03 1.12E+03 3.12E+02 2.73E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  3.403  1.65E+15 1.32E+14 4.00E+15 1.84E+11 3.83E+11 5.94E+11 8.55E+11 1.19E+12 1.69E+12 2.31E+12 3.06E+12 3.89E+12 4.86E+12 5.81E+12 7.05E+12 8.49E+12 1.02E+13 1.15E+13 1.24E+13 1.30E+13 1.37E+13 1.35E+13 1.62E+13 1.36E+12 1.20E+09 2.95E+06 1.34E+04 1.43E+03 3.95E+02 3.40E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  3.675  4.23E+15 3.85E+14 1.31E+16 3.67E+11 7.63E+11 1.18E+12 1.71E+12 2.38E+12 3.36E+12 4.60E+12 6.10E+12 7.76E+12 9.71E+12 1.16E+13 1.41E+13 1.70E+13 2.05E+13 2.30E+13 2.49E+13 2.60E+13 2.75E+13 2.70E+13 3.25E+13 1.23E+14 2.61E+10 1.93E+07 2.71E+04 1.81E+03 4.78E+02 4.07E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  3.929  6.44E+16 1.17E+16 4.83E+17 7.31E+11 1.52E+12 2.36E+12 3.40E+12 4.74E+12 6.71E+12 9.19E+12 1.22E+13 1.55E+13 1.94E+13 2.32E+13 2.82E+13 3.39E+13 4.09E+13 4.61E+13 4.97E+13 5.21E+13 5.49E+13 5.40E+13 6.50E+13 1.11E+16 5.68E+11 1.26E+08 5.49E+04 2.30E+03 5.62E+02 4.73E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  4.168  5.16E+18 1.01E+18 4.23E+19 1.46E+12 3.03E+12 4.70E+12 6.78E+12 9.45E+12 1.34E+13 1.83E+13 2.43E+13 3.10E+13 3.87E+13 4.63E+13 5.63E+13 6.78E+13 8.18E+13 9.21E+13 9.94E+13 1.04E+14 1.10E+14 1.08E+14 1.30E+14 1.01E+18 1.24E+13 8.26E+08 1.11E+05 2.92E+03 6.45E+02 5.40E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  4.393  4.65E+20 9.09E+19 3.82E+21 2.90E+12 6.04E+12 9.37E+12 1.35E+13 1.88E+13 2.67E+13 3.66E+13 4.86E+13 6.18E+13 7.74E+13 9.26E+13 1.12E+14 1.35E+14 1.64E+14 1.84E+14 1.99E+14 2.08E+14 2.20E+14 2.16E+14 2.60E+14 9.09E+19 2.70E+14 5.40E+09 2.24E+05 3.71E+03 7.28E+02 6.07E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  4.607  4.20E+22 8.22E+21 3.45E+23 5.78E+12 1.20E+13 1.87E+13 2.69E+13 3.76E+13 5.33E+13 7.30E+13 9.69E+13 1.23E+14 1.55E+14 1.85E+14 2.25E+14 2.71E+14 3.27E+14 3.68E+14 3.97E+14 4.16E+14 4.39E+14 4.31E+14 5.20E+14 8.22E+21 5.89E+15 3.54E+10 4.54E+05 4.71E+03 8.12E+02 6.73E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  4.812  3.80E+24 7.43E+23 3.12E+25 1.15E+13 2.40E+13 3.72E+13 5.37E+13 7.50E+13 1.06E+14 1.46E+14 1.94E+14 2.47E+14 3.09E+14 3.69E+14 4.49E+14 5.41E+14 6.54E+14 7.36E+14 7.94E+14 8.32E+14 8.78E+14 8.63E+14 1.04E+15 7.43E+23 1.28E+17 2.31E+11 9.18E+05 5.99E+03 8.95E+02 7.40E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  5.009  3.43E+26 6.72E+25 2.82E+27 2.30E+13 4.78E+13 7.42E+13 1.07E+14 1.49E+14 2.12E+14 2.91E+14 3.86E+14 4.92E+14 6.17E+14 7.38E+14 8.97E+14 1.08E+15 1.31E+15 1.47E+15 1.59E+15 1.66E+15 1.76E+15 1.72E+15 2.08E+15 6.72E+25 2.80E+18 1.51E+12 1.86E+06 7.60E+03 9.78E+02 8.07E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  5.198  3.10E+28 6.07E+27 2.55E+29 4.57E+13 9.52E+13 1.48E+14 2.13E+14 2.98E+14 4.23E+14 5.80E+14 7.71E+14 9.83E+14 1.23E+15 1.47E+15 1.79E+15 2.16E+15 2.61E+15 2.94E+15 3.17E+15 3.33E+15 3.51E+15 3.45E+15 4.16E+15 6.07E+27 6.09E+19 9.90E+12 3.75E+06 9.65E+03 1.06E+03 8.73E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  5.380  2.81E+30 5.49E+29 2.31E+31 9.11E+13 1.90E+14 2.95E+14 4.26E+14 5.94E+14 8.44E+14 1.16E+15 1.54E+15 1.96E+15 2.46E+15 2.95E+15 3.58E+15 4.32E+15 5.22E+15 5.88E+15 6.35E+15 6.65E+15 7.02E+15 6.90E+15 8.31E+15 5.49E+29 1.33E+21 6.48E+13 7.59E+06 1.23E+04 1.14E+03 9.40E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  5.557  2.54E+32 4.96E+31 2.08E+33 1.82E+14 3.78E+14 5.87E+14 8.48E+14 1.19E+15 1.68E+15 2.31E+15 3.07E+15 3.92E+15 4.91E+15 5.88E+15 7.16E+15 8.63E+15 1.04E+16 1.18E+16 1.27E+16 1.33E+16 1.40E+16 1.38E+16 1.66E+16 4.96E+31 2.89E+22 4.24E+14 1.53E+07 1.56E+04 1.23E+03 1.01E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  5.728  2.29E+34 4.48E+33 1.88E+35 3.62E+14 7.54E+14 1.17E+15 1.69E+15 2.36E+15 3.36E+15 4.61E+15 6.14E+15 7.83E+15 9.81E+15 1.18E+16 1.43E+16 1.72E+16 2.09E+16 2.35E+16 2.54E+16 2.66E+16 2.81E+16 2.76E+16 3.32E+16 4.48E+33 6.31E+23 2.77E+15 3.10E+07 1.98E+04 1.33E+03 1.07E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  5.894  2.07E+36 4.05E+35 1.70E+37 7.21E+14 1.50E+15 2.33E+15 3.37E+15 4.71E+15 6.70E+15 9.21E+15 1.23E+16 1.56E+16 1.96E+16 2.35E+16 2.86E+16 3.45E+16 4.17E+16 4.70E+16 5.07E+16 5.32E+16 5.61E+16 5.51E+16 6.64E+16 4.05E+35 1.38E+25 1.81E+16 6.27E+07 2.51E+04 1.44E+03 1.14E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  6.055  1.87E+38 3.66E+37 1.54E+39 1.44E+15 2.99E+15 4.65E+15 6.72E+15 9.40E+15 1.34E+16 1.84E+16 2.45E+16 3.12E+16 3.91E+16 4.69E+16 5.71E+16 6.89E+16 8.33E+16 9.39E+16 1.01E+17 1.06E+17 1.12E+17 1.10E+17 1.33E+17 3.66E+37 3.00E+26 1.19E+17 1.27E+08 3.19E+04 1.55E+03 1.21E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  6.213  1.69E+40 3.31E+39 1.39E+41 2.86E+15 5.96E+15 9.27E+15 1.34E+16 1.88E+16 2.67E+16 3.67E+16 4.88E+16 6.23E+16 7.82E+16 9.37E+16 1.14E+17 1.38E+17 1.67E+17 1.88E+17 2.03E+17 2.13E+17 2.24E+17 2.20E+17 2.66E+17 3.31E+39 6.53E+27 7.77E+17 2.57E+08 4.05E+04 1.67E+03 1.27E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 22 A= 57: Negative-parity Spin-dependent Level Density [MeV-1] for TI 57  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.220  1.00E+00 3.33E+00 1.33E+01 1.67E+00 0.00E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.311  2.00E+00 3.33E+00 1.33E+01 1.67E+00 0.00E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.380  2.00E+00 1.67E+00 3.33E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.439  3.00E+00 3.33E+00 1.33E+01 1.67E+00 0.00E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.491  4.00E+00 3.33E+00 1.33E+01 1.67E+00 0.00E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.538  4.00E+00 1.67E+00 3.33E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.581  6.00E+00 8.33E+00 3.67E+01 1.67E+00 3.33E+00 3.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.621  9.00E+00 1.50E+01 8.33E+01 1.67E+00 3.33E+00 8.33E+00 0.00E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.659  1.30E+01 1.83E+01 1.13E+02 3.33E+00 1.67E+00 6.67E+00 3.33E+00 3.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.695  2.00E+01 4.17E+01 2.93E+02 3.33E+00 6.67E+00 1.33E+01 6.67E+00 8.33E+00 1.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.728  3.20E+01 5.00E+01 3.57E+02 5.00E+00 8.33E+00 1.50E+01 6.67E+00 8.33E+00 3.33E+00 3.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.761  4.70E+01 7.00E+01 5.73E+02 6.67E+00 1.00E+01 1.33E+01 1.17E+01 1.17E+01 6.67E+00 6.67E+00 1.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.792  6.60E+01 8.33E+01 6.10E+02 1.00E+01 1.67E+01 1.83E+01 1.17E+01 1.33E+01 5.00E+00 5.00E+00 1.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.822  8.40E+01 6.21E+01 4.62E+02 6.67E+00 1.54E+01 1.33E+01 6.67E+00 6.67E+00 5.00E+00 5.00E+00 1.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
