                    *********************************************************************************
                    *  Z= 14 A= 21: Positive-Parity Spin-dependent Level Density [MeV-1] for SI 21  *
   7.00  1.423  2.11E+02 1.93E+02 1.14E+03 3.15E+01 3.03E+01 5.23E+01 3.09E+01 2.23E+01 8.49E+00 9.93E+00 4.96E+00 1.10E+00 9.71E-02 1.10E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  1.473  3.25E+02 2.61E+02 1.64E+03 3.92E+01 4.23E+01 6.38E+01 3.51E+01 3.48E+01 2.17E+01 1.22E+01 3.60E+00 4.85E+00 3.29E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  1.522  4.81E+02 3.65E+02 2.20E+03 5.50E+01 5.90E+01 9.22E+01 6.49E+01 4.48E+01 2.51E+01 1.06E+01 7.19E+00 3.29E+00 2.19E+00 0.00E+00 2.65E-02 1.10E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  1.569  7.09E+02 5.47E+02 3.42E+03 8.34E+01 7.53E+01 1.34E+02 9.70E+01 7.71E+01 3.44E+01 1.89E+01 1.42E+01 8.78E+00 5.68E-01 2.43E+00 1.10E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  1.614  1.04E+03 7.66E+02 4.90E+03 1.04E+02 1.09E+02 1.90E+02 1.33E+02 1.07E+02 5.39E+01 3.43E+01 1.66E+01 7.43E+00 4.77E+00 4.39E+00 1.69E-01 1.10E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  1.658  1.50E+03 1.09E+03 6.88E+03 1.70E+02 1.56E+02 2.66E+02 1.76E+02 1.47E+02 8.05E+01 4.60E+01 2.05E+01 1.21E+01 8.32E+00 6.80E+00 1.21E+00 1.10E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  1.701  2.19E+03 1.65E+03 1.04E+04 2.37E+02 2.51E+02 4.07E+02 2.80E+02 2.38E+02 1.07E+02 5.48E+01 3.01E+01 2.19E+01 9.86E+00 9.54E+00 4.39E+00 2.19E+00 3.08E-02 1.10E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  1.784  4.74E+03 3.46E+03 2.22E+04 5.16E+02 4.63E+02 8.97E+02 5.60E+02 4.94E+02 2.09E+02 1.19E+02 7.24E+01 4.72E+01 3.28E+01 1.87E+01 8.98E+00 9.44E+00 4.39E+00 1.35E+00 1.12E+00 1.10E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  1.864  1.00E+04 7.09E+03 4.60E+04 9.55E+02 9.48E+02 1.83E+03 1.28E+03 1.04E+03 3.76E+02 2.57E+02 1.45E+02 8.45E+01 5.27E+01 5.38E+01 2.52E+01 9.21E+00 8.23E+00 8.02E+00 2.38E+00 1.15E+00 1.12E+00 1.10E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.940  2.08E+04 1.44E+04 9.10E+04 2.14E+03 2.01E+03 3.88E+03 2.73E+03 1.56E+03 6.92E+02 4.41E+02 2.90E+02 2.49E+02 1.35E+02 9.55E+01 5.13E+01 4.94E+01 2.09E+01 9.43E+00 7.20E+00 6.58E+00 5.48E-02 1.10E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  2.013  4.14E+04 2.68E+04 1.68E+05 4.40E+03 4.22E+03 8.04E+03 3.41E+03 2.40E+03 1.26E+03 9.63E+02 6.72E+02 5.00E+02 3.51E+02 2.49E+02 1.47E+02 8.56E+01 5.05E+01 3.18E+01 1.32E+01 9.11E+00 5.49E+00 2.19E+00 2.71E-02 1.10E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  2.084  6.93E+04 2.91E+04 1.91E+05 5.80E+03 4.62E+03 7.42E+03 2.87E+03 2.53E+03 1.46E+03 1.22E+03 9.52E+02 7.62E+02 5.10E+02 3.57E+02 2.59E+02 1.37E+02 6.06E+01 5.66E+01 3.03E+01 1.28E+01 6.94E+00 5.27E+00 2.63E+00 1.32E+00 2.37E-02 1.32E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  2.152  9.98E+04 3.20E+04 2.15E+05 7.64E+03 5.05E+03 6.84E+03 2.41E+03 2.66E+03 1.69E+03 1.47E+03 1.23E+03 1.02E+03 6.68E+02 4.65E+02 3.72E+02 1.88E+02 7.07E+01 8.14E+01 4.73E+01 1.64E+01 8.40E+00 8.34E+00 5.24E+00 1.54E+00 4.73E-02 2.63E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  2.218  1.34E+05 3.57E+04 2.41E+05 1.01E+04 5.53E+03 6.31E+03 2.03E+03 2.80E+03 1.96E+03 1.78E+03 1.51E+03 1.29E+03 8.26E+02 5.72E+02 4.84E+02 2.40E+02 8.07E+01 1.06E+02 6.44E+01 2.00E+01 9.86E+00 1.14E+01 7.85E+00 1.76E+00 7.10E-02 3.95E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  2.283  1.72E+05 4.06E+04 2.73E+05 1.33E+04 6.04E+03 5.82E+03 1.71E+03 2.95E+03 2.28E+03 2.16E+03 1.86E+03 1.62E+03 9.85E+02 6.80E+02 5.96E+02 2.91E+02 9.08E+01 1.31E+02 8.14E+01 2.37E+01 1.13E+01 1.45E+01 1.05E+01 1.97E+00 9.46E-02 5.27E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  2.345  2.16E+05 4.70E+04 3.10E+05 1.75E+04 6.61E+03 5.37E+03 1.44E+03 3.10E+03 2.64E+03 2.61E+03 2.28E+03 2.03E+03 1.14E+03 7.88E+02 7.09E+02 3.42E+02 1.01E+02 1.56E+02 9.84E+01 2.73E+01 1.28E+01 1.76E+01 1.31E+01 2.19E+00 1.18E-01 6.58E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  2.406  2.67E+05 5.52E+04 3.55E+05 2.31E+04 7.23E+03 4.95E+03 1.21E+03 3.27E+03 3.06E+03 3.15E+03 2.80E+03 2.55E+03 1.30E+03 8.95E+02 8.21E+02 3.94E+02 1.11E+02 1.81E+02 1.15E+02 3.10E+01 1.42E+01 2.06E+01 1.57E+01 2.41E+00 1.42E-01 7.90E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  2.552  4.45E+05 8.75E+04 5.11E+05 4.59E+04 9.05E+03 4.04E+03 7.83E+02 3.71E+03 4.43E+03 5.07E+03 4.67E+03 4.50E+03 1.80E+03 1.16E+03 1.10E+03 5.22E+02 1.36E+02 2.43E+02 1.58E+02 4.01E+01 1.79E+01 2.83E+01 2.22E+01 2.96E+00 2.01E-01 1.12E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  2.690  7.39E+05 1.48E+05 7.62E+05 9.16E+04 1.13E+04 3.30E+03 3.59E+02 4.22E+03 6.41E+03 8.16E+03 7.80E+03 7.96E+03 2.49E+03 1.43E+03 1.38E+03 6.50E+02 1.61E+02 3.05E+02 2.01E+02 4.92E+01 2.15E+01 3.60E+01 2.87E+01 3.51E+00 2.60E-01 1.45E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  2.947  2.31E+06 4.82E+05 1.89E+06 3.64E+05 1.77E+04 2.21E+03 0.00E+00 5.45E+03 1.34E+04 2.11E+04 2.17E+04 2.48E+04 4.77E+03 2.17E+03 2.18E+03 9.07E+02 2.12E+02 4.29E+02 2.86E+02 6.74E+01 2.88E+01 5.13E+01 4.17E+01 4.61E+00 3.78E-01 2.11E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  3.403  3.69E+07 6.44E+06 1.58E+07 5.74E+06 4.35E+04 9.82E+02 0.00E+00 9.11E+03 5.90E+04 1.42E+05 1.69E+05 2.42E+05 1.74E+04 5.00E+03 5.40E+03 1.42E+03 3.13E+02 6.76E+02 4.56E+02 1.04E+02 4.34E+01 8.21E+01 6.78E+01 6.80E+00 6.15E-01 3.42E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  3.804  5.48E+08 9.58E+07 1.68E+08 9.07E+07 1.07E+05 0.00E+00 0.00E+00 1.52E+04 2.59E+05 9.49E+05 1.31E+06 2.36E+06 6.39E+04 1.15E+04 1.34E+04 1.93E+03 4.14E+02 9.24E+02 6.27E+02 1.40E+02 5.80E+01 1.13E+02 9.38E+01 9.00E+00 8.51E-01 4.74E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  4.168  8.39E+09 1.47E+09 2.08E+09 1.43E+09 2.62E+05 0.00E+00 0.00E+00 2.54E+04 1.14E+06 6.36E+06 1.02E+07 2.30E+07 2.34E+05 2.64E+04 3.32E+04 2.63E+03 5.15E+02 1.17E+03 7.97E+02 1.77E+02 7.25E+01 1.44E+02 1.20E+02 1.12E+01 1.09E+00 6.06E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  4.501  1.31E+11 2.30E+10 2.82E+10 2.26E+10 6.42E+05 0.00E+00 0.00E+00 4.25E+04 4.99E+06 4.26E+07 7.91E+07 2.25E+08 8.56E+05 6.06E+04 8.23E+04 3.58E+03 6.16E+02 1.42E+03 9.67E+02 2.13E+02 8.71E+01 1.74E+02 1.46E+02 1.34E+01 1.32E+00 7.37E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  4.812  2.04E+12 3.60E+11 4.07E+11 3.57E+11 1.58E+06 0.00E+00 0.00E+00 7.09E+04 2.19E+07 2.86E+08 6.15E+08 2.19E+09 3.14E+06 1.39E+05 2.04E+05 4.88E+03 7.17E+02 1.72E+03 1.14E+03 2.50E+02 1.02E+02 2.05E+02 1.72E+02 1.56E+01 1.56E+00 8.69E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  5.104  3.21E+13 5.66E+12 6.09E+12 5.63E+12 3.87E+06 0.00E+00 0.00E+00 1.18E+05 9.61E+07 1.92E+09 4.77E+09 2.14E+10 1.15E+07 3.20E+05 5.06E+05 6.64E+03 8.18E+02 2.08E+03 1.31E+03 2.86E+02 1.16E+02 2.36E+02 1.98E+02 1.78E+01 1.80E+00 1.00E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  5.380  5.06E+14 8.92E+13 9.32E+13 8.89E+13 9.48E+06 0.00E+00 0.00E+00 1.98E+05 4.22E+08 1.28E+10 3.71E+10 2.09E+11 4.20E+07 7.36E+05 1.26E+06 9.05E+03 9.19E+02 2.53E+03 1.50E+03 3.23E+02 1.31E+02 2.66E+02 2.24E+02 2.00E+01 2.03E+00 1.13E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  5.643  7.98E+15 1.41E+15 1.44E+15 1.40E+15 2.33E+07 0.00E+00 0.00E+00 3.30E+05 1.85E+09 8.60E+10 2.88E+11 2.03E+12 1.54E+08 1.69E+06 3.11E+06 1.23E+04 1.02E+03 3.06E+03 1.73E+03 3.59E+02 1.45E+02 2.97E+02 2.50E+02 2.22E+01 2.27E+00 1.26E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  5.894  1.26E+17 2.22E+16 2.25E+16 2.22E+16 5.71E+07 0.00E+00 0.00E+00 5.52E+05 8.13E+09 5.77E+11 2.24E+12 1.98E+13 5.63E+08 3.89E+06 7.72E+06 1.68E+04 1.12E+03 3.71E+03 1.99E+03 3.95E+02 1.60E+02 3.28E+02 2.76E+02 2.44E+01 2.51E+00 1.40E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  6.134  1.99E+18 3.50E+17 3.53E+17 3.50E+17 1.40E+08 0.00E+00 0.00E+00 9.22E+05 3.57E+10 3.87E+12 1.74E+13 1.93E+14 2.06E+09 8.93E+06 1.91E+07 2.28E+04 1.23E+03 4.49E+03 2.29E+03 4.32E+02 1.75E+02 3.59E+02 3.02E+02 2.66E+01 2.74E+00 1.53E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  6.366  3.14E+19 5.53E+18 5.56E+18 5.52E+18 3.43E+08 0.00E+00 0.00E+00 1.54E+06 1.57E+11 2.59E+13 1.35E+14 1.89E+15 7.55E+09 2.05E+07 4.75E+07 3.11E+04 1.35E+03 5.44E+03 2.63E+03 4.68E+02 1.89E+02 3.89E+02 3.28E+02 2.87E+01 2.98E+00 1.66E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  6.589  4.95E+20 8.72E+19 8.75E+19 8.72E+19 8.42E+08 0.00E+00 0.00E+00 2.57E+06 6.87E+11 1.74E+14 1.05E+15 1.84E+16 2.77E+10 4.72E+07 1.18E+08 4.23E+04 1.49E+03 6.59E+03 3.02E+03 5.05E+02 2.04E+02 4.20E+02 3.54E+02 3.09E+01 3.22E+00 1.79E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  6.806  7.81E+21 1.38E+21 1.38E+21 1.38E+21 2.07E+09 0.00E+00 0.00E+00 4.30E+06 3.02E+12 1.16E+15 8.14E+15 1.79E+17 1.01E+11 1.08E+08 2.92E+08 5.76E+04 1.63E+03 7.99E+03 3.47E+03 5.41E+02 2.18E+02 4.51E+02 3.81E+02 3.31E+01 3.45E+00 1.92E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  7.015  1.23E+23 2.17E+22 2.18E+22 2.17E+22 5.07E+09 0.00E+00 0.00E+00 7.18E+06 1.32E+13 7.80E+15 6.33E+16 1.75E+18 3.71E+11 2.49E+08 7.24E+08 7.84E+04 1.80E+03 9.67E+03 3.99E+03 5.78E+02 2.33E+02 4.81E+02 4.07E+02 3.53E+01 3.69E+00 2.05E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  7.218  1.95E+24 3.43E+23 3.43E+23 3.43E+23 1.24E+10 0.00E+00 0.00E+00 1.20E+07 5.81E+13 5.23E+16 4.91E+17 1.71E+19 1.36E+12 5.72E+08 1.80E+09 1.07E+05 1.97E+03 1.17E+04 4.59E+03 6.14E+02 2.47E+02 5.12E+02 4.33E+02 3.75E+01 3.93E+00 2.19E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  7.416  3.07E+25 5.42E+24 5.42E+24 5.42E+24 3.05E+10 0.00E+00 0.00E+00 2.00E+07 2.55E+14 3.50E+17 3.82E+18 1.66E+20 4.97E+12 1.32E+09 4.45E+09 1.45E+05 2.17E+03 1.42E+04 5.28E+03 6.51E+02 2.62E+02 5.43E+02 4.59E+02 3.97E+01 4.16E+00 2.32E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
