                    *********************************************************************************
                    *  Z= 62 A=145: Positive-Parity Spin-dependent Level Density [MeV-1] for SM145  *
  12.00  0.935  1.66E+09 2.11E+09 2.37E+10 9.73E+07 1.90E+08 2.54E+08 2.98E+08 2.87E+08 2.61E+08 2.19E+08 1.70E+08 1.26E+08 8.53E+07 5.50E+07 3.27E+07 1.89E+07 9.88E+06 4.97E+06 2.31E+06 9.82E+05 4.16E+05 1.62E+05 6.35E+04 2.25E+04 7.83E+03 2.58E+03 8.50E+02 2.65E+02 6.10E+01 2.50E+01 4.31E+00 1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.973  7.29E+09 9.14E+09 1.04E+11 4.12E+08 8.07E+08 1.07E+09 1.26E+09 1.22E+09 1.12E+09 9.48E+08 7.45E+08 5.63E+08 3.91E+08 2.59E+08 1.58E+08 9.45E+07 5.14E+07 2.71E+07 1.33E+07 6.02E+06 2.74E+06 1.15E+06 4.95E+05 1.96E+05 7.47E+04 2.81E+04 1.06E+04 3.63E+03 1.27E+03 3.69E+02 1.05E+02 3.01E+01 3.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.010  3.10E+10 3.83E+10 4.46E+11 1.67E+09 3.28E+09 4.35E+09 5.14E+09 5.02E+09 4.65E+09 3.99E+09 3.18E+09 2.44E+09 1.73E+09 1.17E+09 7.30E+08 4.53E+08 2.55E+08 1.40E+08 7.17E+07 3.42E+07 1.65E+07 7.45E+06 3.40E+06 1.44E+06 5.88E+05 2.40E+05 9.83E+04 3.71E+04 1.43E+04 5.16E+03 1.68E+03 7.15E+02 6.13E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.045  9.68E+10 9.32E+10 1.10E+12 3.84E+09 7.55E+09 1.04E+10 1.22E+10 1.20E+10 1.13E+10 9.82E+09 7.92E+09 6.10E+09 4.38E+09 3.00E+09 1.93E+09 1.20E+09 6.97E+08 3.93E+08 2.09E+08 1.03E+08 5.17E+07 2.45E+07 1.17E+07 5.22E+06 2.21E+06 9.36E+05 4.04E+05 1.62E+05 6.33E+04 2.49E+04 8.05E+03 3.61E+03 4.22E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.080  2.57E+11 2.27E+11 2.74E+12 8.86E+09 1.74E+10 2.48E+10 2.90E+10 2.88E+10 2.74E+10 2.41E+10 1.97E+10 1.52E+10 1.11E+10 7.70E+09 5.09E+09 3.20E+09 1.90E+09 1.11E+09 6.07E+08 3.12E+08 1.63E+08 8.03E+07 3.99E+07 1.89E+07 8.29E+06 3.65E+06 1.66E+06 7.05E+05 2.80E+05 1.20E+05 3.87E+04 6.51E+03 7.83E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.113  6.47E+11 5.53E+11 6.81E+12 2.04E+10 4.02E+10 5.93E+10 6.89E+10 6.92E+10 6.66E+10 5.94E+10 4.90E+10 3.80E+10 2.80E+10 1.98E+10 1.34E+10 8.51E+09 5.20E+09 3.11E+09 1.77E+09 9.43E+08 5.10E+08 2.64E+08 1.37E+08 6.84E+07 3.11E+07 1.42E+07 6.81E+06 3.07E+06 1.24E+06 5.77E+05 1.86E+05 1.17E+04 1.14E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.145  1.60E+12 1.35E+12 1.70E+13 4.70E+10 9.26E+10 1.42E+11 1.64E+11 1.66E+11 1.62E+11 1.46E+11 1.22E+11 9.50E+10 7.09E+10 5.07E+10 3.55E+10 2.26E+10 1.42E+10 8.74E+09 5.14E+09 2.85E+09 1.60E+09 8.66E+08 4.68E+08 2.48E+08 1.17E+08 5.55E+07 2.80E+07 1.34E+07 5.48E+06 2.78E+06 8.91E+05 2.11E+04 1.50E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.176  3.92E+12 3.30E+12 4.24E+13 1.08E+11 2.13E+11 3.39E+11 3.89E+11 3.98E+11 3.93E+11 3.59E+11 3.03E+11 2.37E+11 1.79E+11 1.30E+11 9.36E+10 6.01E+10 3.88E+10 2.46E+10 1.50E+10 8.62E+09 5.04E+09 2.84E+09 1.60E+09 8.97E+08 4.39E+08 2.17E+08 1.15E+08 5.84E+07 2.42E+07 1.34E+07 4.28E+06 3.81E+04 1.98E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.207  9.62E+12 8.09E+12 1.06E+14 2.49E+11 4.92E+11 8.10E+11 9.24E+11 9.54E+11 9.55E+11 8.84E+11 7.54E+11 5.93E+11 4.53E+11 3.34E+11 2.47E+11 1.60E+11 1.06E+11 6.91E+10 4.35E+10 2.60E+10 1.58E+10 9.33E+09 5.49E+09 3.25E+09 1.65E+09 8.45E+08 4.73E+08 2.55E+08 1.07E+08 6.44E+07 2.06E+07 6.87E+04 2.60E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.280  1.16E+14 7.69E+13 1.07E+15 2.01E+12 3.97E+12 7.16E+12 8.03E+12 8.49E+12 8.78E+12 8.39E+12 7.36E+12 5.85E+12 4.61E+12 3.53E+12 2.80E+12 1.84E+12 1.31E+12 9.17E+11 6.29E+11 4.14E+11 2.77E+11 1.82E+11 1.19E+11 8.10E+10 4.50E+10 2.54E+10 1.62E+10 1.01E+10 4.41E+09 3.28E+09 1.04E+09 2.99E+05 5.17E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.350  1.14E+15 7.44E+14 1.12E+16 1.61E+13 3.21E+13 6.32E+13 6.99E+13 7.56E+13 8.08E+13 7.96E+13 7.18E+13 5.77E+13 4.69E+13 3.73E+13 3.17E+13 2.12E+13 1.61E+13 1.22E+13 9.08E+12 6.57E+12 4.84E+12 3.56E+12 2.58E+12 2.02E+12 1.23E+12 7.62E+11 5.53E+11 4.01E+11 1.82E+11 1.67E+11 5.24E+10 1.30E+06 1.03E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.478  2.00E+17 7.89E+16 1.53E+18 1.05E+15 2.09E+15 4.93E+15 5.29E+15 6.00E+15 6.83E+15 7.17E+15 6.84E+15 5.61E+15 4.85E+15 4.15E+15 4.07E+15 2.81E+15 2.45E+15 2.14E+15 1.89E+15 1.66E+15 1.48E+15 1.36E+15 1.22E+15 1.26E+15 9.18E+14 6.88E+14 6.48E+14 6.33E+14 3.08E+14 4.33E+14 1.34E+14 2.48E+07 4.04E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.707  1.67E+21 3.33E+20 4.20E+21 4.39E+18 8.88E+18 3.00E+19 3.02E+19 3.77E+19 4.89E+19 5.81E+19 6.20E+19 5.31E+19 1.45E+16 1.24E+16 1.21E+16 8.39E+15 7.33E+15 6.39E+15 5.66E+15 4.96E+15 4.43E+15 4.07E+15 3.64E+15 3.77E+15 2.75E+15 2.06E+15 1.94E+15 1.90E+15 9.24E+14 1.30E+15 4.01E+14 8.95E+09 6.27E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.909  6.67E+21 6.67E+20 8.39E+21 8.78E+18 1.78E+19 6.00E+19 6.05E+19 7.54E+19 9.78E+19 1.16E+20 1.24E+20 1.06E+20 4.31E+16 3.69E+16 3.62E+16 2.50E+16 2.19E+16 1.91E+16 1.69E+16 1.48E+16 1.33E+16 1.22E+16 1.09E+16 1.13E+16 8.25E+15 6.18E+15 5.82E+15 5.69E+15 2.77E+15 3.89E+15 1.20E+15 1.79E+10 9.73E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  2.091  1.67E+22 1.33E+21 1.68E+22 1.76E+19 3.55E+19 1.20E+20 1.21E+20 1.51E+20 1.96E+20 2.32E+20 2.48E+20 2.13E+20 1.28E+17 1.10E+17 1.08E+17 7.47E+16 6.54E+16 5.71E+16 5.06E+16 4.44E+16 3.97E+16 3.65E+16 3.27E+16 3.38E+16 2.47E+16 1.85E+16 1.75E+16 1.71E+16 8.31E+15 1.17E+16 3.61E+15 3.57E+10 1.51E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.258  3.67E+22 2.67E+21 3.36E+22 3.51E+19 7.10E+19 2.40E+20 2.42E+20 3.02E+20 3.91E+20 4.65E+20 4.96E+20 4.25E+20 3.83E+17 3.28E+17 3.23E+17 2.23E+17 1.95E+17 1.71E+17 1.51E+17 1.33E+17 1.19E+17 1.09E+17 9.79E+16 1.01E+17 7.41E+16 5.55E+16 5.24E+16 5.11E+16 2.49E+16 3.50E+16 1.08E+16 7.13E+10 2.34E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.414  7.67E+22 5.34E+21 6.73E+22 7.02E+19 1.42E+20 4.80E+20 4.84E+20 6.03E+20 7.82E+20 9.30E+20 9.91E+20 8.50E+20 1.14E+18 9.79E+17 9.63E+17 6.66E+17 5.84E+17 5.10E+17 4.53E+17 3.98E+17 3.56E+17 3.27E+17 2.93E+17 3.04E+17 2.22E+17 1.67E+17 1.57E+17 1.53E+17 7.47E+16 1.05E+17 3.25E+16 1.42E+11 3.63E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.561  1.57E+23 1.07E+22 1.35E+23 1.40E+20 2.84E+20 9.60E+20 9.67E+20 1.21E+21 1.56E+21 1.86E+21 1.98E+21 1.70E+21 3.40E+18 2.92E+18 2.87E+18 1.99E+18 1.74E+18 1.52E+18 1.35E+18 1.19E+18 1.06E+18 9.79E+17 8.79E+17 9.10E+17 6.66E+17 4.99E+17 4.71E+17 4.60E+17 2.24E+17 3.15E+17 9.74E+16 2.84E+11 5.64E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.699  3.17E+23 2.14E+22 2.70E+23 2.81E+20 5.68E+20 1.92E+21 1.93E+21 2.41E+21 3.13E+21 3.72E+21 3.97E+21 3.40E+21 1.01E+19 8.71E+18 8.58E+18 5.93E+18 5.21E+18 4.55E+18 4.05E+18 3.56E+18 3.19E+18 2.93E+18 2.63E+18 2.73E+18 2.00E+18 1.50E+18 1.41E+18 1.38E+18 6.72E+17 9.45E+17 2.92E+17 5.68E+11 8.75E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.831  6.39E+23 4.29E+22 5.43E+23 5.61E+20 1.14E+21 3.84E+21 3.87E+21 4.83E+21 6.26E+21 7.44E+21 7.93E+21 6.80E+21 3.02E+19 2.60E+19 2.56E+19 1.77E+19 1.55E+19 1.36E+19 1.21E+19 1.06E+19 9.54E+18 8.78E+18 7.89E+18 8.17E+18 5.98E+18 4.49E+18 4.23E+18 4.14E+18 2.01E+18 2.83E+18 8.76E+17 1.13E+12 1.36E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.957  1.28E+24 8.59E+22 1.09E+24 1.12E+21 2.27E+21 7.68E+21 7.74E+21 9.65E+21 1.25E+22 1.49E+22 1.59E+22 1.36E+22 9.01E+19 7.74E+19 7.64E+19 5.28E+19 4.64E+19 4.07E+19 3.62E+19 3.19E+19 2.85E+19 2.63E+19 2.36E+19 2.45E+19 1.79E+19 1.34E+19 1.27E+19 1.24E+19 6.04E+18 8.50E+18 2.63E+18 2.27E+12 2.11E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  3.077  2.57E+24 1.72E+23 2.20E+24 2.25E+21 4.54E+21 1.54E+22 1.55E+22 1.93E+22 2.50E+22 2.97E+22 3.17E+22 2.72E+22 2.68E+20 2.31E+20 2.28E+20 1.58E+20 1.39E+20 1.22E+20 1.08E+20 9.53E+19 8.55E+19 7.88E+19 7.08E+19 7.34E+19 5.37E+19 4.03E+19 3.80E+19 3.72E+19 1.81E+19 2.55E+19 7.88E+18 4.52E+12 3.27E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  3.194  5.17E+24 3.47E+23 4.46E+24 4.49E+21 9.08E+21 3.07E+22 3.09E+22 3.86E+22 5.00E+22 5.95E+22 6.34E+22 5.44E+22 8.00E+20 6.89E+20 6.81E+20 4.71E+20 4.14E+20 3.63E+20 3.24E+20 2.85E+20 2.56E+20 2.36E+20 2.12E+20 2.20E+20 1.61E+20 1.21E+20 1.14E+20 1.12E+20 5.43E+19 7.65E+19 2.36E+19 9.04E+12 5.07E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.306  1.04E+25 6.99E+23 9.09E+24 8.98E+21 1.82E+22 6.14E+22 6.19E+22 7.72E+22 1.00E+23 1.19E+23 1.27E+23 1.09E+23 2.39E+21 2.05E+21 2.03E+21 1.41E+21 1.24E+21 1.09E+21 9.68E+20 8.53E+20 7.66E+20 7.07E+20 6.35E+20 6.59E+20 4.83E+20 3.62E+20 3.42E+20 3.34E+20 1.63E+20 2.29E+20 7.09E+19 1.80E+13 7.87E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.414  2.10E+25 1.41E+24 1.87E+25 1.80E+22 3.63E+22 1.23E+23 1.24E+23 1.54E+23 2.00E+23 2.38E+23 2.54E+23 2.18E+23 7.11E+21 6.12E+21 6.06E+21 4.20E+21 3.70E+21 3.25E+21 2.90E+21 2.55E+21 2.29E+21 2.12E+21 1.90E+21 1.98E+21 1.45E+21 1.09E+21 1.03E+21 1.00E+21 4.89E+20 6.88E+20 2.13E+20 3.60E+13 1.22E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.519  4.24E+25 2.88E+24 3.90E+25 3.59E+22 7.26E+22 2.46E+23 2.47E+23 3.09E+23 4.00E+23 4.76E+23 5.07E+23 4.35E+23 2.12E+22 1.83E+22 1.81E+22 1.25E+22 1.10E+22 9.70E+21 8.66E+21 7.64E+21 6.86E+21 6.34E+21 5.70E+21 5.92E+21 4.34E+21 3.26E+21 3.07E+21 3.01E+21 1.47E+21 2.06E+21 6.37E+20 7.20E+13 1.89E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.621  8.65E+25 5.93E+24 8.40E+25 7.18E+22 1.45E+23 4.91E+23 4.95E+23 6.17E+23 8.00E+23 9.52E+23 1.01E+24 8.70E+23 6.32E+22 5.44E+22 5.40E+22 3.74E+22 3.30E+22 2.90E+22 2.59E+22 2.29E+22 2.05E+22 1.90E+22 1.71E+22 1.77E+22 1.30E+22 9.76E+21 9.22E+21 9.02E+21 4.39E+21 6.19E+21 1.91E+21 1.44E+14 2.94E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.720  1.80E+26 1.27E+25 2.05E+26 1.44E+23 2.90E+23 9.82E+23 9.90E+23 1.23E+24 1.60E+24 1.90E+24 2.03E+24 1.74E+24 1.88E+23 1.62E+23 1.61E+23 1.12E+23 9.85E+22 8.66E+22 7.74E+22 6.84E+22 6.15E+22 5.68E+22 5.12E+22 5.32E+22 3.90E+22 2.93E+22 2.76E+22 2.70E+22 1.32E+22 1.86E+22 5.73E+21 2.87E+14 4.56E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.817  4.08E+26 3.29E+25 8.21E+26 2.87E+23 5.81E+23 1.96E+24 1.98E+24 2.47E+24 3.20E+24 3.81E+24 4.06E+24 3.48E+24 5.61E+23 4.84E+23 4.81E+23 3.33E+23 2.94E+23 2.59E+23 2.32E+23 2.05E+23 1.84E+23 1.70E+23 1.53E+23 1.59E+23 1.17E+23 8.77E+22 8.29E+22 8.11E+22 3.95E+22 5.57E+22 1.72E+22 5.74E+14 7.08E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 62 A=152: Positive-Parity Spin-dependent Level Density [MeV-1] for SM152  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   0.25  0.135  1.00E+00 4.25E+00 1.97E+01 1.67E+00 0.00E+00 1.29E+00 0.00E+00 1.29E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.190  2.00E+00 2.58E+00 2.84E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.29E+00 0.00E+00 1.29E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.233  3.00E+00 4.25E+00 2.49E+01 1.67E+00 0.00E+00 1.29E+00 0.00E+00 0.00E+00 0.00E+00 1.29E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.269  4.00E+00 5.54E+00 4.17E+01 1.67E+00 0.00E+00 1.29E+00 0.00E+00 1.29E+00 0.00E+00 0.00E+00 0.00E+00 1.29E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.301  6.00E+00 1.16E+01 7.53E+01 3.33E+00 1.31E-01 4.25E+00 0.00E+00 1.29E+00 0.00E+00 1.29E+00 0.00E+00 1.29E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.329  1.00E+01 1.58E+01 8.21E+01 5.00E+00 1.31E-01 5.54E+00 1.29E+00 2.58E+00 0.00E+00 1.29E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
