                    *********************************************************************************
                    *  Z= 21 A= 35: Positive-Parity Spin-dependent Level Density [MeV-1] for SC 35  *
   2.25  0.648  6.00E+00 8.33E+00 5.33E+01 1.67E+00 1.67E+00 1.67E+00 1.67E+00 0.00E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.683  9.00E+00 1.41E+01 1.06E+02 1.94E+00 2.14E+00 1.67E+00 1.67E+00 5.00E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.716  1.50E+01 3.57E+01 2.49E+02 6.02E+00 2.14E+00 9.54E+00 7.61E+00 7.04E+00 3.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.748  2.60E+01 5.12E+01 3.28E+02 1.10E+01 1.21E+01 8.69E+00 5.94E+00 6.74E+00 3.33E+00 1.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.778  3.70E+01 4.40E+01 2.84E+02 1.17E+01 1.05E+01 5.82E+00 2.93E+00 4.71E+00 3.33E+00 3.33E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.808  4.70E+01 2.92E+01 2.07E+02 6.67E+00 5.53E+00 2.68E+00 3.66E+00 3.98E+00 3.33E+00 3.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.836  5.30E+01 2.07E+01 1.60E+02 1.67E+00 2.19E+00 1.86E+00 8.33E+00 5.00E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.864  5.80E+01 2.00E+01 1.40E+02 1.67E+00 3.33E+00 3.33E+00 6.67E+00 5.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.890  6.50E+01 3.30E+01 2.23E+02 6.67E+00 3.67E+00 5.00E+00 7.15E+00 8.81E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.916  7.50E+01 5.38E+01 3.81E+02 7.48E+00 7.62E+00 6.58E+00 1.55E+01 1.32E+01 3.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.941  9.30E+01 9.00E+01 6.07E+02 1.58E+01 1.73E+01 1.49E+01 1.69E+01 1.51E+01 6.67E+00 1.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.966  1.19E+02 1.14E+02 8.36E+02 1.70E+01 2.36E+01 1.66E+01 1.84E+01 1.51E+01 1.17E+01 8.33E+00 3.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  1.013  2.00E+02 2.12E+02 1.69E+03 1.59E+01 4.35E+01 3.81E+01 3.61E+01 2.83E+01 2.50E+01 1.33E+01 6.67E+00 3.33E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  1.058  3.30E+02 3.06E+02 2.56E+03 4.44E+01 5.33E+01 4.05E+01 4.44E+01 3.74E+01 2.17E+01 2.50E+01 2.33E+01 1.12E+01 3.33E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  1.101  4.78E+02 2.84E+02 2.82E+03 1.15E+01 1.91E+01 3.44E+01 6.00E+01 7.17E+01 3.17E+01 2.15E+01 1.21E+01 8.33E+00 6.67E+00 5.44E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  1.142  6.57E+02 4.35E+02 3.88E+03 4.05E+01 7.30E+01 7.55E+01 4.33E+01 5.17E+01 5.65E+01 3.67E+01 3.33E+01 1.67E+01 6.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  1.182  9.73E+02 8.27E+02 7.55E+03 7.33E+01 1.22E+02 1.25E+02 1.05E+02 1.12E+02 1.05E+02 8.17E+01 6.17E+01 2.17E+01 1.00E+01 6.67E+00 3.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  1.221  1.54E+03 1.45E+03 1.43E+04 8.67E+01 1.60E+02 2.30E+02 2.00E+02 2.35E+02 1.55E+02 1.60E+02 1.10E+02 5.67E+01 2.67E+01 1.44E+01 5.00E+00 6.09E+00 5.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  1.259  2.48E+03 2.29E+03 2.41E+04 1.08E+02 2.38E+02 3.08E+02 3.73E+02 3.42E+02 2.60E+02 1.78E+02 1.92E+02 1.17E+02 8.00E+01 3.33E+01 2.80E+01 1.16E+01 8.33E+00 5.49E+00 5.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  1.295  3.83E+03 3.13E+03 3.57E+04 1.51E+02 1.88E+02 3.32E+02 4.77E+02 5.20E+02 4.30E+02 3.15E+02 2.40E+02 1.60E+02 1.17E+02 8.17E+01 5.93E+01 2.89E+01 2.00E+01 6.67E+00 3.67E+00 3.55E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  1.331  5.87E+03 5.02E+03 5.41E+04 3.57E+02 4.98E+02 6.48E+02 5.90E+02 6.42E+02 6.10E+02 5.77E+02 4.02E+02 2.62E+02 1.57E+02 1.27E+02 5.33E+01 4.23E+01 3.26E+01 1.17E+01 5.89E+00 3.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  1.365  9.23E+03 8.43E+03 9.11E+04 5.40E+02 8.42E+02 1.11E+03 1.02E+03 1.04E+03 1.05E+03 9.27E+02 7.17E+02 4.80E+02 3.03E+02 1.83E+02 1.10E+02 6.23E+01 3.67E+01 6.67E+00 4.23E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  1.432  2.51E+04 2.33E+04 2.71E+05 8.95E+02 1.71E+03 2.61E+03 3.24E+03 3.40E+03 3.02E+03 2.39E+03 1.92E+03 1.40E+03 1.11E+03 6.33E+02 4.18E+02 2.34E+02 1.45E+02 9.00E+01 4.67E+01 1.83E+01 5.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  1.496  6.54E+04 5.73E+04 6.93E+05 2.54E+03 4.66E+03 5.98E+03 6.73E+03 7.10E+03 7.20E+03 6.43E+03 5.02E+03 3.70E+03 2.77E+03 1.86E+03 1.32E+03 9.15E+02 5.07E+02 2.90E+02 1.53E+02 8.77E+01 3.83E+01 2.00E+01 1.17E+01 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.557  1.68E+05 1.49E+05 1.82E+06 5.16E+03 1.05E+04 1.54E+04 1.94E+04 1.98E+04 1.81E+04 1.51E+04 1.29E+04 1.04E+04 8.04E+03 5.48E+03 3.52E+03 2.16E+03 1.30E+03 7.23E+02 3.90E+02 1.63E+02 7.00E+01 2.50E+01 9.76E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.616  4.32E+05 3.78E+05 4.75E+06 1.63E+04 2.97E+04 3.74E+04 4.22E+04 4.38E+04 4.43E+04 4.00E+04 3.44E+04 2.67E+04 2.05E+04 1.51E+04 1.05E+04 6.98E+03 4.23E+03 2.51E+03 1.49E+03 8.23E+02 4.38E+02 1.92E+02 7.17E+01 1.67E+01 5.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.672  9.15E+05 5.88E+05 7.64E+06 1.97E+04 3.84E+04 5.64E+04 6.78E+04 7.26E+04 6.78E+04 6.19E+04 5.28E+04 4.45E+04 3.40E+04 2.49E+04 1.72E+04 1.19E+04 7.83E+03 4.76E+03 2.84E+03 1.55E+03 7.70E+02 4.30E+02 2.22E+02 1.02E+02 4.00E+01 1.60E+01 4.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.727  1.67E+06 9.22E+05 1.23E+07 2.37E+04 4.97E+04 8.50E+04 1.09E+05 1.20E+05 1.04E+05 9.56E+04 8.10E+04 7.43E+04 5.62E+04 4.12E+04 2.82E+04 2.01E+04 1.45E+04 9.02E+03 5.42E+03 2.28E+03 1.10E+03 6.68E+02 3.72E+02 1.87E+02 7.50E+01 3.20E+01 8.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.780  2.86E+06 1.45E+06 1.99E+07 2.86E+04 6.43E+04 1.28E+05 1.75E+05 2.00E+05 1.59E+05 1.48E+05 1.24E+05 1.24E+05 9.31E+04 6.81E+04 4.62E+04 3.42E+04 2.68E+04 1.71E+04 1.03E+04 3.34E+03 1.43E+03 9.07E+02 5.23E+02 2.73E+02 1.10E+02 4.80E+01 1.20E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.832  4.74E+06 2.30E+06 3.22E+07 3.44E+04 8.32E+04 1.93E+05 2.82E+05 3.32E+05 2.44E+05 2.28E+05 1.90E+05 2.07E+05 1.54E+05 1.13E+05 7.57E+04 5.81E+04 4.97E+04 3.24E+04 1.97E+04 4.91E+03 1.86E+03 1.14E+03 6.73E+02 3.58E+02 1.45E+02 6.40E+01 1.60E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.882  7.73E+06 3.67E+06 5.25E+07 4.15E+04 1.08E+05 2.91E+05 4.52E+05 5.50E+05 3.73E+05 3.53E+05 2.92E+05 3.45E+05 2.55E+05 1.86E+05 1.24E+05 9.88E+04 9.20E+04 6.14E+04 3.76E+04 7.21E+03 2.43E+03 1.38E+03 8.23E+02 4.43E+02 1.80E+02 8.00E+01 2.00E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.931  1.25E+07 5.89E+06 8.59E+07 5.00E+04 1.39E+05 4.40E+05 7.27E+05 9.13E+05 5.72E+05 5.45E+05 4.48E+05 5.75E+05 4.23E+05 3.08E+05 2.03E+05 1.68E+05 1.70E+05 1.16E+05 7.17E+04 1.06E+04 3.16E+03 1.67E+03 9.74E+02 5.29E+02 2.15E+02 9.60E+01 2.40E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  2.048  4.42E+07 1.95E+07 3.00E+08 7.97E+04 2.66E+05 1.23E+06 2.38E+06 3.24E+06 1.66E+06 1.62E+06 1.30E+06 2.06E+06 1.49E+06 1.08E+06 6.98E+05 6.32E+05 7.94E+05 5.75E+05 3.60E+05 2.77E+04 6.10E+03 2.68E+03 1.35E+03 7.42E+02 3.02E+02 1.36E+02 3.40E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  2.159  1.52E+08 6.64E+07 1.08E+09 1.27E+05 5.06E+05 3.43E+06 7.79E+06 1.15E+07 4.82E+06 4.80E+06 3.80E+06 7.42E+06 5.26E+06 3.81E+06 2.40E+06 2.38E+06 3.70E+06 2.84E+06 1.81E+06 7.24E+04 1.18E+04 4.30E+03 1.73E+03 9.55E+02 3.90E+02 1.76E+02 4.40E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  2.365  2.41E+09 8.38E+08 1.53E+10 3.22E+05 1.84E+06 2.67E+07 8.35E+07 1.44E+08 4.06E+07 4.23E+07 3.22E+07 9.57E+07 6.56E+07 4.71E+07 2.82E+07 3.37E+07 8.05E+07 6.95E+07 4.55E+07 4.95E+05 4.39E+04 1.11E+04 2.82E+03 1.38E+03 5.65E+02 2.56E+02 6.40E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  2.731  9.82E+11 1.95E+11 4.59E+12 2.08E+06 2.42E+07 1.62E+09 9.60E+09 2.28E+10 2.89E+09 3.28E+09 2.32E+09 1.59E+10 1.02E+10 7.20E+09 3.93E+09 6.75E+09 3.81E+10 4.16E+10 2.89E+10 2.31E+07 6.10E+05 7.34E+04 7.53E+03 2.24E+03 9.15E+02 4.16E+02 1.04E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
